"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Voerendaal";13066
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Voerendaal";12953
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Voerendaal";12452
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Voerendaal";12475
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Voorburg";40907
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Voorburg";38496
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Voorburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Voorburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Voorburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Voorhout";9211
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Voorhout";13557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Voorhout";14918
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Voorhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Voorhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Voorschoten";22315
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Voorschoten";22662
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Voorschoten";22712
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Voorschoten";25479
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Voorschoten";25596
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Voorst";23744
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Voorst";23685
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Voorst";23557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Voorst";24417
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Voorst";24552
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vorden";7260
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vorden";8466
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vorden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vorden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vorden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vries";9716
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vries";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vries";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vries";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vries";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vriezenveen";18484
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vriezenveen";19944
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vriezenveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vriezenveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vriezenveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vught";23585
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vught";25334
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vught";25239
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vught";26396
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vught";26558
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waadhoeke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waadhoeke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waadhoeke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waadhoeke";46039
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waadhoeke";46090
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waalre";15059
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waalre";16260
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waalre";16477
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waalre";17247
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waalre";17456
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waalwijk";28542
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waalwijk";45333
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waalwijk";45708
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waalwijk";48240
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waalwijk";48637
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waddinxveen";24326
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waddinxveen";26644
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waddinxveen";26217
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waddinxveen";28316
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waddinxveen";29291
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wageningen";32721
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wageningen";33440
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wageningen";35219
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wageningen";38774
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wageningen";39664
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wanroij";4928
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wanroij";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wanroij";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wanroij";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wanroij";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Warffum";2377
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Warffum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Warffum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Warffum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Warffum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Warmenhuizen";4628
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Warmenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Warmenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Warmenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Warmenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Warmond";5105
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Warmond";5238
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Warmond";4901
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Warmond";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Warmond";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Warnsveld";10004
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Warnsveld";8933
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Warnsveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Warnsveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Warnsveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waspik";4773
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waspik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waspik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waspik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waspik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wassenaar";26044
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wassenaar";25999
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wassenaar";25557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wassenaar";26211
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wassenaar";26305
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wateringen";15061
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wateringen";15262
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wateringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wateringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wateringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Waterland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Waterland";17389
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Waterland";17343
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Waterland";17315
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Waterland";17424
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Weerselo";8527
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Weerselo";9270
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Weerselo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Weerselo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Weerselo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Weert";39827
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Weert";47959
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Weert";48707
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Weert";49842
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Weert";50105
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Weesp";18484
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Weesp";18111
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Weesp";17671
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Weesp";19334
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Weesp";19738
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wehl";6411
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wehl";6683
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wehl";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wehl";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wehl";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Werkendam";18344
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Werkendam";25958
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Werkendam";26518
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Werkendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Werkendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wervershoof";7319
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wervershoof";8457
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wervershoof";8557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wervershoof";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wervershoof";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wessem";2147
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wessem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wessem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wessem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wessem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"West Betuwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"West Betuwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"West Betuwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"West Betuwe";50697
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"West Betuwe";51128
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"West Maas en Waal";16711
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"West Maas en Waal";18092
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"West Maas en Waal";18315
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"West Maas en Waal";19076
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"West Maas en Waal";19324
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerbork";7669
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerbork";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerbork";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerbork";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerbork";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerhoven";1738
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wester-Koggenland";12689
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wester-Koggenland";13414
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wester-Koggenland";14043
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wester-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wester-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerkwartier";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerkwartier";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerkwartier";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerkwartier";63031
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerkwartier";63329
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerschouwen";5350
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerveld";18888
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerveld";19131
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerveld";19348
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerveld";19460
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westervoort";14827
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westervoort";16225
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westervoort";15945
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westervoort";14944
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westervoort";14971
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westerwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westerwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westerwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westerwolde";25199
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westerwolde";25733
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westkapelle";2668
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westland";97858
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westland";108603
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westland";110375
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Weststellingwerf";24576
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Weststellingwerf";24990
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Weststellingwerf";25958
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Weststellingwerf";25840
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Weststellingwerf";25914
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Westvoorne";13311
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Westvoorne";13857
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Westvoorne";14243
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Westvoorne";14626
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Westvoorne";14731
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wierden";22017
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wierden";23392
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wierden";23493
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wierden";24351
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wierden";24446
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wieringen";8078
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wieringen";8297
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wieringen";8582
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wieringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wieringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wieringermeer";11630
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wieringermeer";12257
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wieringermeer";12496
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wieringermeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wieringermeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Wijchen";32818
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Wijchen";38112
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Wijchen";39912
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Wijchen";40951
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Wijchen";41110
