"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tegelen";18841
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tegelen";19326
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tegelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tegelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tegelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Terheijden";8616
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Terheijden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Terheijden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Terheijden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Terheijden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Termunten";4373
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Termunten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Termunten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Termunten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Termunten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Terneuzen";35173
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Terneuzen";34539
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Terneuzen";55361
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Terneuzen";54589
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Terneuzen";54426
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Terschelling";4601
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Terschelling";4723
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Terschelling";4731
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Terschelling";4890
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Terschelling";4888
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Teteringen";5465
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Teteringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Teteringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Teteringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Teteringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Texel";12690
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Texel";13425
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Texel";13739
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Texel";13547
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Texel";13575
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Teylingen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Teylingen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Teylingen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Teylingen";37061
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Teylingen";37440
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tholen";18993
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tholen";23618
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tholen";24676
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tholen";25780
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tholen";25757
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Thorn";2625
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Thorn";2591
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Thorn";2598
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Thorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Thorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tiel";31000
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tiel";38326
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tiel";40542
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tiel";41978
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tiel";42159
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tietjerksteradeel";30063
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tietjerksteradeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tietjerksteradeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tietjerksteradeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tietjerksteradeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tilburg";154425
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tilburg";193116
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tilburg";199068
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tilburg";217259
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tilburg";219789
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tubbergen";18251
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tubbergen";19938
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tubbergen";20508
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tubbergen";21276
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tubbergen";21275
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Twenterand";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Twenterand";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Twenterand";33549
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Twenterand";33792
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Twenterand";33743
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tynaarlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tynaarlo";31508
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tynaarlo";32301
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tynaarlo";33698
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tynaarlo";33887
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Tytsjerksteradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Tytsjerksteradiel";31037
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Tytsjerksteradiel";32016
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Tytsjerksteradiel";31780
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Tytsjerksteradiel";32052
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Ubbergen";9574
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Ubbergen";9264
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Ubbergen";9462
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Ubbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Ubbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Uden";34790
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Uden";39607
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Uden";40183
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Uden";41782
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Uden";42119
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Udenhout";8854
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Udenhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Udenhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Udenhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Udenhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Uitgeest";9688
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Uitgeest";11312
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Uitgeest";11787
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Uitgeest";13528
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Uitgeest";13666
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Uithoorn";22040
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Uithoorn";26090
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Uithoorn";26969
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Uithoorn";29424
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Uithoorn";29478
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Ulrum";3697
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Ulrum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Ulrum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Ulrum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Ulrum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Urk";12231
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Urk";15719
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Urk";17262
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Urk";20776
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Urk";21031
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Usquert";1585
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Usquert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Usquert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Usquert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Usquert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Utrecht (gemeente)";230373
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Utrecht (gemeente)";233667
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Utrecht (gemeente)";275258
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Utrecht (gemeente)";352866
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Utrecht (gemeente)";357597
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Utrechtse Heuvelrug";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Utrechtse Heuvelrug";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Utrechtse Heuvelrug";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Utrechtse Heuvelrug";49515
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Utrechtse Heuvelrug";49580
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vaals";10650
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vaals";10821
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vaals";10229
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vaals";10092
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vaals";10105
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Valburg";12226
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Valburg";13301
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Valburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Valburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Valburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Valkenburg (ZH.)";3202
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Valkenburg (ZH.)";3607
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Valkenburg (ZH.)";3881
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Valkenburg (ZH.)";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Valkenburg (ZH.)";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Valkenburg aan de Geul";17676
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Valkenburg aan de Geul";17879
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Valkenburg aan de Geul";17561
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Valkenburg aan de Geul";16470
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Valkenburg aan de Geul";16367
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Valkenisse";6143
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Valkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Valkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Valkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Valkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Valkenswaard";29715
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Valkenswaard";31089
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Valkenswaard";31057
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Valkenswaard";30910
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Valkenswaard";31193
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Veendam";28245
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Veendam";28218
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Veendam";28250
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Veendam";27491
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Veendam";27384
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Veenendaal";46283
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Veenendaal";59875
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Veenendaal";61381
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Veenendaal";65589
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Veenendaal";66493
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Veere";4882
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Veere";22069
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Veere";22039
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Veere";21835
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Veere";21880
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Veghel";25506
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Veghel";36143
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Veghel";36893
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Veghel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Veghel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Veldhoven";38002
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Veldhoven";42003
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Veldhoven";42763
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Veldhoven";45337
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Veldhoven";45466
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Velsen";57147
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Velsen";66553
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Velsen";67516
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Velsen";68348
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Velsen";68648
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Venhuizen";7145
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Venhuizen";7635
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Venhuizen";7796
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Venhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Venhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Venlo";63820
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Venlo";64864
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Venlo";92263
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Venlo";101603
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Venlo";101802
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Venray";34126
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Venray";37868
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Venray";39114
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Venray";43326
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Venray";43614
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vessem, Wintelre en Knegsel";4847
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vessem, Wintelre en Knegsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vessem, Wintelre en Knegsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vessem, Wintelre en Knegsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vessem, Wintelre en Knegsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vianen";18731
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vianen";19230
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vianen";19781
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vianen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vianen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vierlingsbeek";7933
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vierlingsbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vierlingsbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vierlingsbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vierlingsbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vijfheerenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vijfheerenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vijfheerenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vijfheerenlanden";55712
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vijfheerenlanden";56811
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vinkeveen en Waverveen";8580
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vinkeveen en Waverveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vinkeveen en Waverveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vinkeveen en Waverveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vinkeveen en Waverveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlaardingen";75023
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlaardingen";73535
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlaardingen";73394
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlaardingen";72404
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlaardingen";73397
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlagtwedde";16259
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlagtwedde";16367
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlagtwedde";16525
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlagtwedde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlagtwedde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vledder";3506
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vledder";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vledder";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vledder";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vledder";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vleuten-De Meern";15462
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vleuten-De Meern";20158
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vleuten-De Meern";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vleuten-De Meern";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vleuten-De Meern";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlieland";1050
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlieland";1201
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlieland";1133
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlieland";1138
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlieland";1155
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlijmen";15507
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlijmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlijmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlijmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlijmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlissingen";44496
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlissingen";44342
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlissingen";45372
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlissingen";44371
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlissingen";44360
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlist";9549
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlist";9772
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlist";9793
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlist";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlist";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Vlodrop";2520
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Vlodrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Vlodrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Vlodrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Vlodrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Voerendaal";13215
